Provider Number,Hospital Name,Address 1,City,State,ZIP Code,Full Address,Latitude,Longitude,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
171369,HODGEMAN COUNTY HEALTH CENTER,809 BRAMLEY,JETMORE,KS,67854,"809 BRAMLEY, JETMORE, KS, 67854",38.0831415,-99.9036690,HODGEMAN,6203578361,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.2,No Different than U.S. National Rate,7,14.7,44,,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.4,No Different than U.S. National Rate,14.2,23.4,48,
171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND,KS,67735,"220 WEST SECOND STREET, GOODLAND, KS, 67735",39.3577304,-101.7134652,SHERMAN,7858903625,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure
171371,CLAY COUNTY MEDICAL CENTER,617 LIBERTY,CLAY CENTER,KS,67432,"617 LIBERTY, CLAY CENTER, KS, 67432",39.3921973,-97.1235717,CLAY,7856322144,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,9.8,No Different than U.S. National Rate,6.9,13.4,47,,10.2,No Different than U.S. National Rate,7.5,13.7,153,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.6,No Different than U.S. National Rate,20.7,31.4,55,,16,No Different than U.S. National Rate,12.8,20.1,155,
171372,SCOTT COUNTY HOSPITAL,201 ALBERT AVENUE,SCOTT CITY,KS,67871,"201 ALBERT AVENUE, SCOTT CITY, KS, 67871",38.4669217,-100.9036336,SCOTT,6208725811,Not Available,Number of Cases Too Small,Not Available,Not Available,8,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.4,No Different than U.S. National Rate,7.2,14.6,36,,12.2,No Different than U.S. National Rate,8.5,17.2,58,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,19.7,29.2,42,,18.5,No Different than U.S. National Rate,14.5,23.3,60,
171373,ALLEN COUNTY HOSPITAL,101 SOUTH 1ST STREET,IOLA,KS,66749,"101 SOUTH 1ST STREET, IOLA, KS, 66749",37.9222597,-95.3951369,ALLEN,6203651021,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.3,No Different than U.S. National Rate,8.1,15.5,63,,13.5,No Different than U.S. National Rate,10.1,17.9,137,,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.8,No Different than U.S. National Rate,21,31.2,67,,16.9,No Different than U.S. National Rate,13.4,21.3,139,
171374,FREDONIA REGIONAL HOSPITAL,1527 MADISON,FREDONIA,KS,66736,"1527 MADISON, FREDONIA, KS, 66736",37.5342600,-95.8148708,WILSON,6203782121,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13,No Different than U.S. National Rate,9.4,17.6,67,,11.8,No Different than U.S. National Rate,8.6,16,135,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.6,No Different than U.S. National Rate,19.1,28.7,65,,17.3,No Different than U.S. National Rate,14,21.4,151,
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,400 W 8TH STREET P O BOX 399,BELOIT,KS,67420,"400 W 8TH STREET P O BOX 399, BELOIT, KS, 67420",39.4667567,-98.1143026,MITCHELL,7857382266,15.1,No Different than U.S. National Rate,11.8,18.8,30,,11.9,No Different than U.S. National Rate,8.6,16.3,82,,12.3,No Different than U.S. National Rate,9.3,16.3,138,,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.2,No Different than U.S. National Rate,21.2,31.8,86,,20.4,No Different than U.S. National Rate,16.5,25.2,137,
171376,GIRARD MEDICAL CENTER,302 NORTH HOSPITAL DRIVE,GIRARD,KS,66743,"302 NORTH HOSPITAL DRIVE, GIRARD, KS, 66743",37.5158649,-94.8585888,CRAWFORD,6207248291,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.6,No Different than U.S. National Rate,8.1,15.9,60,,10.9,No Different than U.S. National Rate,7.8,14.9,116,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.3,No Different than U.S. National Rate,20.7,30.6,76,,18.9,No Different than U.S. National Rate,15.1,23.2,118,
171377,SMITH COUNTY MEMORIAL HOSPITAL,614 SOUTH MAIN STREET,SMITH CENTER,KS,66967,"614 SOUTH MAIN STREET, SMITH CENTER, KS, 66967",39.7710992,-98.7849452,SMITH,7852826845,Not Available,Number of Cases Too Small,Not Available,Not Available,13,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11,No Different than U.S. National Rate,7.6,15.5,37,,11.8,No Different than U.S. National Rate,8.2,16.8,60,,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,19.4,29.7,40,,17.7,No Different than U.S. National Rate,13.9,22.6,63,
171378,KINGMAN COMMUNITY HOSPITAL,750 W AVE D,KINGMAN,KS,67068,"750 W AVE D, KINGMAN, KS, 67068",37.6476002,-98.1231889,KINGMAN,6205323147,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.3,No Different than U.S. National Rate,9.2,18.7,31,,9,No Different than U.S. National Rate,6.2,12.7,108,,Not Available,Number of Cases Too Small,Not Available,Not Available,4,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.5,No Different than U.S. National Rate,18.9,29,35,,15.4,No Different than U.S. National Rate,12.1,19.5,114,
171379,MORRIS COUNTY HOSPITAL,600 N WASHINGTON ST,COUNCIL GROVE,KS,66846,"600 N WASHINGTON ST, COUNCIL GROVE, KS, 66846",38.6653748,-96.5001386,MORRIS,6207676811,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.4,No Different than U.S. National Rate,9.2,16.2,82,,11.4,No Different than U.S. National Rate,8,15.8,74,,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,19.9,29.4,98,,18.1,No Different than U.S. National Rate,14.1,22.7,78,
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,66720,"629 SOUTH PLUMMER, CHANUTE, KS, 66720",37.6753740,-95.4724613,NEOSHO,6204314000,16.1,No Different than U.S. National Rate,12.2,20.7,31,,13,No Different than U.S. National Rate,9.8,17,126,,13.4,No Different than U.S. National Rate,10.3,17.1,229,,Not Available,Number of Cases Too Small,Not Available,Not Available,18,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,28,No Different than U.S. National Rate,23.7,32.7,159,,21.2,No Different than U.S. National Rate,17.6,25.3,238,
171381,MEMORIAL HOSPITAL,511 NE 10TH ST,ABILENE,KS,67410,"511 NE 10TH ST, ABILENE, KS, 67410",38.9253608,-97.2058861,DICKINSON,7852636610,Not Available,Number of Cases Too Small,Not Available,Not Available,15,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.4,No Different than U.S. National Rate,8,15.5,61,,14.7,No Different than U.S. National Rate,10.9,19.4,115,,Not Available,Number of Cases Too Small,Not Available,Not Available,15,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.3,No Different than U.S. National Rate,19.8,29.5,78,,16.4,No Different than U.S. National Rate,12.9,20.7,109,
171382,ATCHISON HOSPITAL,800 RAVIN HILL DRIVE,ATCHISON,KS,66002,"800 RAVIN HILL DRIVE, ATCHISON, KS, 66002",39.5366253,-95.1282386,ATCHISON,9133605581,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure
171383,WILLIAM NEWTON HOSPITAL,1300 EAST FIFTH AVENUE,WINFIELD,KS,67156,"1300 EAST FIFTH AVENUE, WINFIELD, KS, 67156",37.2452055,-96.9820738,COWLEY,6202212300,Not Available,Number of Cases Too Small,Not Available,Not Available,15,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,14.2,No Different than U.S. National Rate,10.6,18.9,50,,13,No Different than U.S. National Rate,9.8,16.9,177,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.1,No Different than U.S. National Rate,18.7,28.4,57,,16.7,No Different than U.S. National Rate,13.4,20.9,177,
173300,CHILDREN'S MERCY  SOUTH,5808 W 110TH STREET,OVERLAND PARK,KS,66212,"5808 W 110TH STREET, OVERLAND PARK, KS, 66212",38.9300791,-94.6524616,JOHNSON,9132343000,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure,Not Available,Not Available,Not Available,Not Available,Not Available,No data are available from the hospital for this measure
180001,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,FORT THOMAS,KY,41075,"85 NORTH GRAND AVENUE, FORT THOMAS, KY, 41075",39.0782834,-84.4668144,CAMPBELL,8595723100,15.2,No Different than U.S. National Rate,12.3,18.6,206,,10.2,No Different than U.S. National Rate,8,12.8,307,,12.2,No Different than U.S. National Rate,9.6,15.3,265,,21.2,No Different than U.S. National Rate,17.8,25,181,,26.5,No Different than U.S. National Rate,23.1,30,371,,18.7,No Different than U.S. National Rate,15.6,22.2,278,
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,WHITESBURG,KY,41858,"240 HOSPITAL ROAD, WHITESBURG, KY, 41858",37.1130228,-82.8126615,LETCHER,6066333500,15.2,No Different than U.S. National Rate,11.3,19.8,27,,13,No Different than U.S. National Rate,9.9,17,226,,13,No Different than U.S. National Rate,10,16.7,240,,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,28.1,No Different than U.S. National Rate,24.4,31.9,294,,18.4,No Different than U.S. National Rate,15.4,22,244,
180004,MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,"440 HOPKINSVILLE STREET, GREENVILLE, KY, 42345",37.1965203,-87.1894114,MUHLENBERG,2703388000,Not Available,Number of Cases Too Small,Not Available,Not Available,16,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.8,No Different than U.S. National Rate,9.6,17.1,126,,15.5,Worse than U.S. National Rate,12.4,19.3,301,,Not Available,Number of Cases Too Small,Not Available,Not Available,3,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.6,No Different than U.S. National Rate,18.7,27.4,136,,16.3,No Different than U.S. National Rate,13.5,19.7,297,
180005,HIGHLANDS REGIONAL MEDICAL CENTER,5000 KENTUCKY RTE 321,PRESTONSBURG,KY,41653,"5000 KENTUCKY RTE 321, PRESTONSBURG, KY, 41653",37.7289931,-82.7614716,FLOYD,6068868511,14.5,No Different than U.S. National Rate,10.8,18.6,47,,10.6,No Different than U.S. National Rate,8.1,14,234,,12.4,No Different than U.S. National Rate,9.9,15.5,304,,20.7,No Different than U.S. National Rate,16.7,25.2,31,,29,Worse than U.S. National Rate,25.2,32.7,292,,20.5,No Different than U.S. National Rate,17.4,23.8,327,
180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,"2201 LEXINGTON AVENUE, ASHLAND, KY, 41101",38.4703708,-82.6348951,BOYD,6063274000,15.3,No Different than U.S. National Rate,13,18,673,,12,No Different than U.S. National Rate,10.3,14,1089,,11.7,No Different than U.S. National Rate,9.8,13.9,809,,21.4,No Different than U.S. National Rate,19.1,24,826,,27.2,Worse than U.S. National Rate,25.3,29.3,1430,,20.8,No Different than U.S. National Rate,18.5,23,878,
180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,40504,"ONE SAINT JOSEPH DRIVE, LEXINGTON, KY, 40504",38.0332481,-84.5236220,FAYETTE,8593131714,15.5,No Different than U.S. National Rate,13.2,18,678,,11.8,No Different than U.S. National Rate,9.8,13.9,637,,11.7,No Different than U.S. National Rate,9.9,13.9,698,,20.6,No Different than U.S. National Rate,18.3,23.2,895,,23.2,No Different than U.S. National Rate,20.7,26,802,,19.5,No Different than U.S. National Rate,17,22.2,710,
180011,SAINT JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,"1001 SAINT JOSEPH LANE, LONDON, KY, 40741",37.1178379,-84.1091044,LAUREL,6063306000,15.5,No Different than U.S. National Rate,12.3,19,258,,11.7,No Different than U.S. National Rate,9.2,14.8,377,,10,No Different than U.S. National Rate,7.6,13.2,239,,23.6,Worse than U.S. National Rate,19.8,27.3,273,,24.3,No Different than U.S. National Rate,21.5,27.2,501,,17.7,No Different than U.S. National Rate,14.8,21.1,263,
180012,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,"913 NORTH DIXIE AVENUE, ELIZABETHTOWN, KY, 42701",37.7106927,-85.8767065,HARDIN,2707371212,15.4,No Different than U.S. National Rate,12.8,18.3,415,,10.3,No Different than U.S. National Rate,8.7,12.3,764,,12.2,No Different than U.S. National Rate,10.2,14.4,696,,19.1,No Different than U.S. National Rate,16.3,22.2,379,,23.2,No Different than U.S. National Rate,20.9,25.9,880,,17.9,No Different than U.S. National Rate,15.7,20.5,735,
